model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
qwen3.8-flash,constructed,d1_F-A-N_a|d1_F-A-D_a,a,d1_F-A-N_a,d1_F-A-D_a,OpenRouter,3,0.5927;0.4378;0.2450,0.0601;0.0259;0.0675,0.4378,0.0601,0.2490,1,d1_F-A-D_a,0.9952
qwen3.8-flash,constructed,d1_F-A-N_a|d1_F-A-P_a,a,d1_F-A-N_a,d1_F-A-P_a,OpenRouter,3,0.9741;0.9322;0.9149,0.8176;0.6793;0.6225,0.9322,0.6793,0.8058,1,d1_F-A-N_a,0.9951
qwen3.8-flash,constructed,d1_F-A-N_b|d1_F-A-D_b,b,d1_F-A-N_b,d1_F-A-D_b,OpenRouter,3,0.6786;0.4073;0.7548,0.0230;0.0141;0.0159,0.6786,0.0159,,0,,0.9964
qwen3.8-flash,constructed,d1_F-A-N_b|d1_F-A-P_b,b,d1_F-A-N_b,d1_F-A-P_b,OpenRouter,3,0.9840;0.9579;0.9797,0.7059;0.7058;0.7550,0.9797,0.7059,0.8428,1,d1_F-A-N_b,0.9978
qwen3.8-flash,constructed,d1_F-A-N_c|d1_F-A-D_c,c,d1_F-A-N_c,d1_F-A-D_c,OpenRouter,3,0.1478;0.1479;0.1640,0.0141;0.0059;0.0204,0.1479,0.0141,0.0810,1,d1_F-A-D_c,0.9939
qwen3.8-flash,constructed,d1_F-A-N_c|d1_F-A-P_c,c,d1_F-A-N_c,d1_F-A-P_c,OpenRouter,3,0.9579;0.9236;0.8515,0.6793;0.6513;0.4689,0.9236,0.6513,0.7875,1,d1_F-A-N_c,0.9973
qwen3.8-flash,constructed,d1_F-L-D_a|d1_F-A-D_a,a,d1_F-L-D_a,d1_F-A-D_a,OpenRouter,3,0.4672;0.0758;0.2942,0.9526;0.9149;0.9242,0.2942,0.9242,,0,,0.9950
qwen3.8-flash,constructed,d1_F-L-D_a|d1_F-A-N_a,a,d1_F-L-D_a,d1_F-A-N_a,OpenRouter,3,0.9325;0.8807;0.8520,0.9323;0.9399;0.9669,0.8807,0.9399,0.9103,1,d1_F-L-D_a,0.9976
qwen3.8-flash,constructed,d1_F-L-D_a|d1_F-A-P_a,a,d1_F-L-D_a,d1_F-A-P_a,OpenRouter,3,0.9241;0.9707;0.9148,0.9669;0.9707;0.9770,0.9241,0.9707,0.9474,1,d1_F-L-D_a,0.9987
qwen3.8-flash,constructed,d1_F-L-D_a|d1_F-L-P_a,a,d1_F-L-D_a,d1_F-L-P_a,OpenRouter,3,0.9914;0.9933;0.9933,0.9876;0.9770;0.9820,0.9933,0.9820,0.9877,1,d1_F-L-D_a,0.9992
qwen3.8-flash,constructed,d1_F-L-D_b|d1_F-A-D_b,b,d1_F-L-D_b,d1_F-A-D_b,OpenRouter,3,0.1823;0.1329;0.2015,0.8355;0.8809;0.9466,0.1823,0.8809,,0,,0.9956
qwen3.8-flash,constructed,d1_F-L-D_b|d1_F-A-N_b,b,d1_F-L-D_b,d1_F-A-N_b,OpenRouter,3,0.9466;0.9770;0.9770,0.9526;0.9466;0.8934,0.9770,0.9466,0.9618,1,d1_F-L-D_b,0.9942
qwen3.8-flash,constructed,d1_F-L-D_b|d1_F-A-P_b,b,d1_F-L-D_b,d1_F-A-P_b,OpenRouter,3,0.9797;0.9466;0.9466,0.9741;0.9579;0.9706,0.9466,0.9706,0.9586,1,d1_F-L-D_b,0.9983
qwen3.8-flash,constructed,d1_F-L-D_b|d1_F-L-P_b,b,d1_F-L-D_b,d1_F-L-P_b,OpenRouter,3,0.9996;0.9987;0.9996,0.9987;0.9941;0.9954,0.9996,0.9954,0.9975,1,d1_F-L-D_b,0.9993
qwen3.8-flash,constructed,d1_F-L-D_c|d1_F-A-D_c,c,d1_F-L-D_c,d1_F-A-D_c,OpenRouter,3,0.1823;0.1480;0.2222,0.8808;0.9241;0.8936,0.1823,0.8936,,0,,0.9936
qwen3.8-flash,constructed,d1_F-L-D_c|d1_F-A-N_c,c,d1_F-L-D_c,d1_F-A-N_c,OpenRouter,3,0.8504;0.9669;0.8670,0.7775;0.8520;0.8357,0.8670,0.8357,0.8514,1,d1_F-L-D_c,0.9882
qwen3.8-flash,constructed,d1_F-L-D_c|d1_F-A-P_c,c,d1_F-L-D_c,d1_F-A-P_c,OpenRouter,3,0.8669;0.8660;0.9526,0.8811;0.9325;0.9145,0.8669,0.9145,0.8907,1,d1_F-L-D_c,0.9967
qwen3.8-flash,constructed,d1_F-L-D_c|d1_F-L-P_c,c,d1_F-L-D_c,d1_F-L-P_c,OpenRouter,3,0.9924;0.9819;0.9765,0.9914;0.9914;0.9741,0.9819,0.9914,0.9866,1,d1_F-L-D_c,0.9991
qwen3.8-flash,constructed,d1_F-L-N_a|d1_F-A-D_a,a,d1_F-L-N_a,d1_F-A-D_a,OpenRouter,3,0.0331;0.0374;0.1066,0.0059;0.0124;0.0374,0.0374,0.0124,0.0249,1,d1_F-A-D_a,0.9987
qwen3.8-flash,constructed,d1_F-L-N_a|d1_F-A-N_a,a,d1_F-L-N_a,d1_F-A-N_a,OpenRouter,3,0.2942;0.1645;0.2688,0.1645;0.0474;0.0421,0.2688,0.0474,0.1581,1,d1_F-A-N_a,0.9940
qwen3.8-flash,constructed,d1_F-L-N_a|d1_F-A-P_a,a,d1_F-L-N_a,d1_F-A-P_a,OpenRouter,3,0.8172;0.4677;0.4377,0.0259;0.0600;0.0260,0.4677,0.0260,0.2468,1,d1_F-A-P_a,0.9916
qwen3.8-flash,constructed,d1_F-L-N_a|d1_F-L-D_a,a,d1_F-L-N_a,d1_F-L-D_a,OpenRouter,3,0.0022;0.0140;0.0141,0.0110;0.0067;0.0059,0.0140,0.0067,0.0104,1,d1_F-L-D_a,0.9981
qwen3.8-flash,constructed,d1_F-L-N_a|d1_F-L-P_a,a,d1_F-L-N_a,d1_F-L-P_a,OpenRouter,3,0.9325;0.9466;0.8807,0.2452;0.7058;0.4688,0.9325,0.4688,,0,,0.9965
qwen3.8-flash,constructed,d1_F-L-N_b|d1_F-A-D_b,b,d1_F-L-N_b,d1_F-A-D_b,OpenRouter,3,0.0331;0.0110;0.0076,0.0086;0.0159;0.0068,0.0110,0.0086,0.0098,1,d1_F-A-D_b,0.9983
qwen3.8-flash,constructed,d1_F-L-N_b|d1_F-A-N_b,b,d1_F-L-N_b,d1_F-A-N_b,OpenRouter,3,0.2692;0.1829;0.2227,0.0758;0.0601;0.0955,0.2227,0.0758,0.1493,1,d1_F-A-N_b,0.9948
qwen3.8-flash,constructed,d1_F-L-N_b|d1_F-A-P_b,b,d1_F-L-N_b,d1_F-A-P_b,OpenRouter,3,0.6790;0.9047;0.8353,0.0423;0.0203;0.1648,0.8353,0.0423,,0,,0.9902
qwen3.8-flash,constructed,d1_F-L-N_b|d1_F-L-D_b,b,d1_F-L-N_b,d1_F-L-D_b,OpenRouter,3,0.0076;0.0159;0.0124,0.0007;0.0076;0.0026,0.0124,0.0026,0.0075,1,d1_F-L-D_b,0.9953
qwen3.8-flash,constructed,d1_F-L-N_b|d1_F-L-P_b,b,d1_F-L-N_b,d1_F-L-P_b,OpenRouter,3,0.9770;0.9526;0.9903,0.7313;0.6802;0.7061,0.9770,0.7061,0.8416,1,d1_F-L-N_b,0.9951
qwen3.8-flash,constructed,d1_F-L-N_c|d1_F-A-D_c,c,d1_F-L-N_c,d1_F-A-D_c,OpenRouter,3,0.0602;0.0230;0.0533,0.0052;0.0180;0.0230,0.0533,0.0180,0.0357,1,d1_F-A-D_c,0.9965
qwen3.8-flash,constructed,d1_F-L-N_c|d1_F-A-N_c,c,d1_F-L-N_c,d1_F-A-N_c,OpenRouter,3,0.2936;0.2938;0.1327,0.1480;0.1067;0.1329,0.2936,0.1329,0.2133,1,d1_F-A-N_c,0.9946
qwen3.8-flash,constructed,d1_F-L-N_c|d1_F-A-P_c,c,d1_F-L-N_c,d1_F-A-P_c,OpenRouter,3,0.7980;0.5311;0.6511,0.0601;0.0601;0.1645,0.6511,0.0601,,0,,0.9966
qwen3.8-flash,constructed,d1_F-L-N_c|d1_F-L-D_c,c,d1_F-L-N_c,d1_F-L-D_c,OpenRouter,3,0.0076;0.0140;0.0041,0.0181;0.0032;0.0141,0.0076,0.0141,0.0108,1,d1_F-L-D_c,0.9972
qwen3.8-flash,constructed,d1_F-L-N_c|d1_F-L-P_c,c,d1_F-L-N_c,d1_F-L-P_c,OpenRouter,3,0.9325;0.9325;0.8171,0.3208;0.4689;0.5001,0.9325,0.4689,,0,,0.9957
qwen3.8-flash,constructed,d1_F-L-P_a|d1_F-A-D_a,a,d1_F-L-P_a,d1_F-A-D_a,OpenRouter,3,0.0179;0.0159;0.0180,0.0233;0.0260;0.0230,0.0179,0.0233,0.0206,1,d1_F-A-D_a,0.9971
qwen3.8-flash,constructed,d1_F-L-P_a|d1_F-A-N_a,a,d1_F-L-P_a,d1_F-A-N_a,OpenRouter,3,0.3775;0.3771;0.2450,0.0372;0.0675;0.0758,0.3771,0.0675,0.2223,1,d1_F-A-N_a,0.9925
qwen3.8-flash,constructed,d1_F-L-P_a|d1_F-A-P_a,a,d1_F-L-P_a,d1_F-A-P_a,OpenRouter,3,0.8518;0.9149;0.8355,0.7062;0.5000;0.5626,0.8518,0.5626,0.7072,1,d1_F-L-P_a,0.9928
qwen3.8-flash,constructed,d1_F-L-P_b|d1_F-A-D_b,b,d1_F-L-P_b,d1_F-A-D_b,OpenRouter,3,0.0203;0.0259;0.0076,0.0373;0.0086;0.0180,0.0203,0.0180,0.0191,1,d1_F-A-D_b,0.9963
qwen3.8-flash,constructed,d1_F-L-P_b|d1_F-A-N_b,b,d1_F-L-P_b,d1_F-A-N_b,OpenRouter,3,0.4375;0.3208;0.3486,0.0675;0.0331;0.0605,0.3486,0.0605,0.2045,1,d1_F-A-N_b,0.9938
qwen3.8-flash,constructed,d1_F-L-P_b|d1_F-A-P_b,b,d1_F-L-P_b,d1_F-A-P_b,OpenRouter,3,0.3196;0.1192;0.1480,0.1822;0.1827;0.1832,0.1480,0.1827,0.1654,1,d1_F-A-P_b,0.9796
qwen3.8-flash,constructed,d1_F-L-P_c|d1_F-A-D_c,c,d1_F-L-P_c,d1_F-A-D_c,OpenRouter,3,0.0229;0.0140;0.0124,0.0264;0.0603;0.0421,0.0140,0.0421,0.0281,1,d1_F-A-D_c,0.9933
qwen3.8-flash,constructed,d1_F-L-P_c|d1_F-A-N_c,c,d1_F-L-P_c,d1_F-A-N_c,OpenRouter,3,0.4999;0.5312;0.2941,0.0293;0.0758;0.0675,0.4999,0.0675,0.2837,1,d1_F-A-N_c,0.9956
qwen3.8-flash,constructed,d1_F-L-P_c|d1_F-A-P_c,c,d1_F-L-P_c,d1_F-A-P_c,OpenRouter,3,0.3485;0.3204;0.2450,0.8358;0.7059;0.7311,0.3204,0.7311,,0,,0.9944
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-A-D_a,a,d1_F-SS-D_a,d1_F-A-D_a,OpenRouter,3,0.0331;0.0675;0.1067,0.0600;0.0954;0.0601,0.0675,0.0601,0.0638,1,d1_F-A-D_a,0.9975
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-A-N_a,a,d1_F-SS-D_a,d1_F-A-N_a,OpenRouter,3,0.2450;0.2940;0.1645,0.2464;0.0602;0.1835,0.2450,0.1835,0.2143,1,d1_F-A-N_a,0.9927
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-A-P_a,a,d1_F-SS-D_a,d1_F-A-P_a,OpenRouter,3,0.3772;0.5618;0.6225,0.2951;0.4415;0.1480,0.5618,0.2951,,0,,0.9821
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-L-D_a,a,d1_F-SS-D_a,d1_F-L-D_a,OpenRouter,3,0.0534;0.0293;0.0420,0.1066;0.2451;0.1067,0.0420,0.1067,0.0744,1,d1_F-L-D_a,0.9970
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-L-N_a,a,d1_F-SS-D_a,d1_F-L-N_a,OpenRouter,3,0.8808;0.8669;0.9047,0.9707;0.8933;0.8933,0.8808,0.8933,0.8871,1,d1_F-SS-D_a,0.9979
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-L-P_a,a,d1_F-SS-D_a,d1_F-L-P_a,OpenRouter,3,0.8353;0.9466;0.9142,0.9579;0.8933;0.9670,0.9142,0.9579,0.9361,1,d1_F-SS-D_a,0.9945
qwen3.8-flash,constructed,d1_F-SS-D_a|d1_F-SS-P_a,a,d1_F-SS-D_a,d1_F-SS-P_a,OpenRouter,3,0.8177;0.5926;0.7982,0.9466;0.8672;0.9149,0.7982,0.9149,0.8566,1,d1_F-SS-D_a,0.9959
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-A-D_b,b,d1_F-SS-D_b,d1_F-A-D_b,OpenRouter,3,0.0110;0.0600;0.0204,0.0675;0.0373;0.0675,0.0204,0.0675,0.0440,1,d1_F-A-D_b,0.9938
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-A-N_b,b,d1_F-SS-D_b,d1_F-A-N_b,OpenRouter,3,0.3775;0.6512;0.6225,0.2453;0.1645;0.1480,0.6225,0.1645,,0,,0.9951
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-A-P_b,b,d1_F-SS-D_b,d1_F-A-P_b,OpenRouter,3,0.9036;0.6222;0.8932,0.4380;0.4688;0.5625,0.8932,0.4688,,0,,0.9940
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-L-D_b,b,d1_F-SS-D_b,d1_F-L-D_b,OpenRouter,3,0.0373;0.0180;0.0373,0.0758;0.1192;0.0953,0.0373,0.0953,0.0663,1,d1_F-L-D_b,0.9980
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-L-N_b,b,d1_F-SS-D_b,d1_F-L-N_b,OpenRouter,3,0.9797;0.9627;0.9466,0.9466;0.9526;0.9669,0.9627,0.9526,0.9576,1,d1_F-SS-D_b,0.9971
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-L-P_b,b,d1_F-SS-D_b,d1_F-L-P_b,OpenRouter,3,0.9398;0.9707;0.9669,0.9627;0.9797;0.9669,0.9669,0.9669,0.9669,1,d1_F-SS-D_b,0.9965
qwen3.8-flash,constructed,d1_F-SS-D_b|d1_F-SS-P_b,b,d1_F-SS-D_b,d1_F-SS-P_b,OpenRouter,3,0.9797;0.9859;0.9741,0.9924;0.9948;0.9841,0.9797,0.9924,0.9861,1,d1_F-SS-D_b,0.9989
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-A-D_c,c,d1_F-SS-D_c,d1_F-A-D_c,OpenRouter,3,0.0533;0.1064;0.0476,0.2451;0.2228;0.2017,0.0533,0.2228,0.1381,1,d1_F-A-D_c,0.9964
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-A-N_c,c,d1_F-SS-D_c,d1_F-A-N_c,OpenRouter,3,0.9149;0.7980;0.8667,0.5626;0.4688;0.4380,0.8667,0.4688,,0,,0.9920
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-A-P_c,c,d1_F-SS-D_c,d1_F-A-P_c,OpenRouter,3,0.8669;0.7311;0.6223,0.8520;0.6793;0.8670,0.7311,0.8520,0.7915,1,d1_F-SS-D_c,0.9948
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-L-D_c,c,d1_F-SS-D_c,d1_F-L-D_c,OpenRouter,3,0.0230;0.0953;0.1820,0.5928;0.6515;0.4690,0.0953,0.5928,,0,,0.9982
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-L-N_c,c,d1_F-SS-D_c,d1_F-L-N_c,OpenRouter,3,0.9399;0.9666;0.9669,0.9579;0.9527;0.9050,0.9666,0.9527,0.9597,1,d1_F-SS-D_c,0.9926
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-L-P_c,c,d1_F-SS-D_c,d1_F-L-P_c,OpenRouter,3,0.9325;0.8805;0.8929,0.9325;0.9463;0.9148,0.8929,0.9325,0.9127,1,d1_F-SS-D_c,0.9965
qwen3.8-flash,constructed,d1_F-SS-D_c|d1_F-SS-P_c,c,d1_F-SS-D_c,d1_F-SS-P_c,OpenRouter,3,0.8933;0.8666;0.9324,0.8935;0.9326;0.8177,0.8933,0.8935,0.8934,1,d1_F-SS-D_c,0.9947
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-A-D_a,a,d1_F-SS-N_a,d1_F-A-D_a,OpenRouter,3,0.0675;0.0474;0.0329,0.0110;0.0046;0.0067,0.0474,0.0067,0.0271,1,d1_F-A-D_a,0.9982
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-A-N_a,a,d1_F-SS-N_a,d1_F-A-N_a,OpenRouter,3,0.2018;0.3197;0.2942,0.0601;0.0373;0.0259,0.2942,0.0373,0.1657,1,d1_F-A-N_a,0.9977
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-A-P_a,a,d1_F-SS-N_a,d1_F-A-P_a,OpenRouter,3,0.6222;0.4984;0.4066,0.0421;0.0331;0.0331,0.4984,0.0331,0.2657,1,d1_F-A-P_a,0.9920
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-L-D_a,a,d1_F-SS-N_a,d1_F-L-D_a,OpenRouter,3,0.0141;0.0333;0.0262,0.0046;0.0180;0.0086,0.0262,0.0086,0.0174,1,d1_F-L-D_a,0.9990
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-L-N_a,a,d1_F-SS-N_a,d1_F-L-N_a,OpenRouter,3,0.4671;0.6222;0.4374,0.3208;0.2689;0.3775,0.4671,0.3208,0.3940,1,d1_F-L-N_a,0.9952
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-L-P_a,a,d1_F-SS-N_a,d1_F-L-P_a,OpenRouter,3,0.8930;0.8518;0.8357,0.0953;0.0760;0.1330,0.8518,0.0953,,0,,0.9942
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-SS-D_a,a,d1_F-SS-N_a,d1_F-SS-D_a,OpenRouter,3,0.1824;0.0758;0.0953,0.3777;0.2943;0.5313,0.0953,0.3777,0.2365,1,d1_F-SS-D_a,0.9967
qwen3.8-flash,constructed,d1_F-SS-N_a|d1_F-SS-P_a,a,d1_F-SS-N_a,d1_F-SS-P_a,OpenRouter,3,0.2945;0.2017;0.2015,0.8176;0.7550;0.6515,0.2017,0.7550,,0,,0.9975
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-A-D_b,b,d1_F-SS-N_b,d1_F-A-D_b,OpenRouter,3,0.0421;0.0086;0.0124,0.0052;0.0025;0.0046,0.0124,0.0046,0.0085,1,d1_F-A-D_b,0.9963
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-A-N_b,b,d1_F-SS-N_b,d1_F-A-N_b,OpenRouter,3,0.0953;0.2227;0.2018,0.0758;0.0601;0.0293,0.2018,0.0601,0.1309,1,d1_F-A-N_b,0.9948
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-A-P_b,b,d1_F-SS-N_b,d1_F-A-P_b,OpenRouter,3,0.7308;0.4367;0.6513,0.0474;0.0180;0.0534,0.6513,0.0474,,0,,0.9959
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-L-D_b,b,d1_F-SS-N_b,d1_F-L-D_b,OpenRouter,3,0.0159;0.0052;0.0260,0.0041;0.0019;0.0010,0.0159,0.0019,0.0089,1,d1_F-L-D_b,0.9980
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-L-N_b,b,d1_F-SS-N_b,d1_F-L-N_b,OpenRouter,3,0.3772;0.2450;0.3775,0.3207;0.2228;0.2689,0.3772,0.2689,0.3231,1,d1_F-L-N_b,0.9940
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-L-P_b,b,d1_F-SS-N_b,d1_F-L-P_b,OpenRouter,3,0.7550;0.9324;0.9151,0.0474;0.1192;0.0758,0.9151,0.0758,,0,,0.9956
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-SS-D_b,b,d1_F-SS-N_b,d1_F-SS-D_b,OpenRouter,3,0.0601;0.0601;0.0474,0.7982;0.5928;0.7058,0.0601,0.7058,,0,,0.9987
qwen3.8-flash,constructed,d1_F-SS-N_b|d1_F-SS-P_b,b,d1_F-SS-N_b,d1_F-SS-P_b,OpenRouter,3,0.9241;0.9241;0.8933,0.9151;0.9526;0.9467,0.9241,0.9467,0.9354,1,d1_F-SS-N_b,0.9972
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-A-D_c,c,d1_F-SS-N_c,d1_F-A-D_c,OpenRouter,3,0.0755;0.0600;0.0330,0.0373;0.0141;0.0141,0.0600,0.0141,0.0370,1,d1_F-A-D_c,0.9957
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-A-N_c,c,d1_F-SS-N_c,d1_F-A-N_c,OpenRouter,3,0.3484;0.2452;0.3495,0.1066;0.1331;0.1824,0.3484,0.1331,0.2407,1,d1_F-A-N_c,0.9909
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-A-P_c,c,d1_F-SS-N_c,d1_F-A-P_c,OpenRouter,3,0.7052;0.5622;0.8668,0.3210;0.3775;0.4094,0.7052,0.3775,,0,,0.9929
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-L-D_c,c,d1_F-SS-N_c,d1_F-L-D_c,OpenRouter,3,0.0758;0.1328;0.0601,0.0293;0.0203;0.0180,0.0758,0.0203,0.0481,1,d1_F-L-D_c,0.9975
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-L-N_c,c,d1_F-SS-N_c,d1_F-L-N_c,OpenRouter,3,0.7058;0.8176;0.6792,0.4381;0.5314;0.4381,0.7058,0.4381,,0,,0.9923
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-L-P_c,c,d1_F-SS-N_c,d1_F-L-P_c,OpenRouter,3,0.8177;0.9241;0.8671,0.6515;0.6516;0.6224,0.8671,0.6515,0.7593,1,d1_F-SS-N_c,0.9932
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-SS-D_c,c,d1_F-SS-N_c,d1_F-SS-D_c,OpenRouter,3,0.1062;0.0533;0.0857,0.1329;0.2018;0.1480,0.0857,0.1480,0.1169,1,d1_F-SS-D_c,0.9917
qwen3.8-flash,constructed,d1_F-SS-N_c|d1_F-SS-P_c,c,d1_F-SS-N_c,d1_F-SS-P_c,OpenRouter,3,0.5000;0.4376;0.4369,0.6797;0.6518;0.5312,0.4376,0.6518,,0,,0.9952
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-A-D_a,a,d1_F-SS-P_a,d1_F-A-D_a,OpenRouter,3,0.0330;0.0292;0.0293,0.0141;0.0260;0.0076,0.0293,0.0141,0.0217,1,d1_F-A-D_a,0.9988
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-A-N_a,a,d1_F-SS-P_a,d1_F-A-N_a,OpenRouter,3,0.2226;0.2689;0.3207,0.1067;0.0421;0.0331,0.2689,0.0421,0.1555,1,d1_F-A-N_a,0.9926
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-A-P_a,a,d1_F-SS-P_a,d1_F-A-P_a,OpenRouter,3,0.4996;0.6792;0.7057,0.0422;0.0953;0.0373,0.6792,0.0422,,0,,0.9908
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-L-D_a,a,d1_F-SS-P_a,d1_F-L-D_a,OpenRouter,3,0.0180;0.0180;0.0204,0.0110;0.0067;0.0052,0.0180,0.0067,0.0123,1,d1_F-L-D_a,0.9984
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-L-N_a,a,d1_F-SS-P_a,d1_F-L-N_a,OpenRouter,3,0.5926;0.7309;0.8520,0.5002;0.5003;0.4379,0.7309,0.5002,0.6156,1,d1_F-SS-P_a,0.9955
qwen3.8-flash,constructed,d1_F-SS-P_a|d1_F-L-P_a,a,d1_F-SS-P_a,d1_F-L-P_a,OpenRouter,3,0.2689;0.2687;0.2674,0.3208;0.2689;0.2018,0.2687,0.2689,0.2688,1,d1_F-L-P_a,0.9900
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-A-D_b,b,d1_F-SS-P_b,d1_F-A-D_b,OpenRouter,3,0.0140;0.0230;0.0086,0.0259;0.0141;0.0086,0.0140,0.0141,0.0140,1,d1_F-A-D_b,0.9960
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-A-N_b,b,d1_F-SS-P_b,d1_F-A-N_b,OpenRouter,3,0.2943;0.1644;0.2017,0.0475;0.0124;0.0259,0.2017,0.0259,0.1138,1,d1_F-A-N_b,0.9900
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-A-P_b,b,d1_F-SS-P_b,d1_F-A-P_b,OpenRouter,3,0.1325;0.1480;0.0850,0.0375;0.0474;0.0421,0.1325,0.0421,0.0873,1,d1_F-A-P_b,0.9949
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-L-D_b,b,d1_F-SS-P_b,d1_F-L-D_b,OpenRouter,3,0.0111;0.0032;0.0110,0.0180;0.0059;0.0032,0.0110,0.0059,0.0084,1,d1_F-L-D_b,0.9976
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-L-N_b,b,d1_F-SS-P_b,d1_F-L-N_b,OpenRouter,3,0.3202;0.5000;0.7981,0.0851;0.0763;0.0956,0.5000,0.0851,,0,,0.9876
qwen3.8-flash,constructed,d1_F-SS-P_b|d1_F-L-P_b,b,d1_F-SS-P_b,d1_F-L-P_b,OpenRouter,3,0.4378;0.5925;0.6792,0.1192;0.2451;0.1480,0.5925,0.1480,,0,,0.9916
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-A-D_c,c,d1_F-SS-P_c,d1_F-A-D_c,OpenRouter,3,0.0375;0.1327;0.0332,0.0293;0.1479;0.0955,0.0375,0.0955,0.0665,1,d1_F-A-D_c,0.9967
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-A-N_c,c,d1_F-SS-P_c,d1_F-A-N_c,OpenRouter,3,0.4377;0.3484;0.5617,0.1192;0.2019;0.2240,0.4377,0.2019,0.3198,1,d1_F-A-N_c,0.9927
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-A-P_c,c,d1_F-SS-P_c,d1_F-A-P_c,OpenRouter,3,0.6224;0.4373;0.5298,0.5622;0.4073;0.3777,0.5298,0.4073,,0,,0.9922
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-L-D_c,c,d1_F-SS-P_c,d1_F-L-D_c,OpenRouter,3,0.0473;0.0534;0.0533,0.1824;0.0951;0.0956,0.0533,0.0956,0.0745,1,d1_F-L-D_c,0.9934
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-L-N_c,c,d1_F-SS-P_c,d1_F-L-N_c,OpenRouter,3,0.8176;0.8668;0.7056,0.4688;0.4078;0.4074,0.8176,0.4078,,0,,0.9919
qwen3.8-flash,constructed,d1_F-SS-P_c|d1_F-L-P_c,c,d1_F-SS-P_c,d1_F-L-P_c,OpenRouter,3,0.2687;0.2687;0.2942,0.5000;0.5624;0.4077,0.2687,0.5000,,0,,0.9872
qwen3.8-flash,main,d1_A_a|d1_D12_a,a,d1_A_a,d1_D12_a,Alibaba,1,0.1645,0.9670,0.1645,0.9670,,0,,0.9983
qwen3.8-flash,main,d1_A_a|d1_D4_a,a,d1_A_a,d1_D4_a,Alibaba,1,0.0475,0.5930,0.0475,0.5930,,0,,0.9977
